+-----+-----------------+----------------+-------------------+------------------+--------------------+---------------+-----------------+------------+---------------------------------------------------------------------+---------------------+---------------------+---------------------+---------------------+---------------------+-------------------+------------------+-------------------+
|     |   mean_fit_time |   std_fit_time |   mean_score_time |   std_score_time |   param_batch_size |   param_epoch | param_loss_fn   |   param_lr | params                                                              |   split0_test_score |   split1_test_score |   split2_test_score |   split3_test_score |   split4_test_score |   mean_test_score |   std_test_score |   rank_test_score |
|  74 |        10.2517  |    0.239817    |        0.0101411  |      0.00166824  |                128 |            50 | MSE             |     0.0001 | {'batch_size': 128, 'epoch': 50, 'loss_fn': 'MSE', 'lr': 0.0001}    |            0.282796 |            0.28521  |            0.282908 |            0.292845 |            0.2796   |          0.284672 |       0.00445978 |               134 |
|  75 |        10.8371  |    0.415996    |        0.0108642  |      0.000900421 |                128 |            50 | MSE             |     1e-05  | {'batch_size': 128, 'epoch': 50, 'loss_fn': 'MSE', 'lr': 1e-05}     |            0.875936 |            0.709137 |            0.828186 |            0.747917 |            0.803126 |          0.79286  |       0.0587952  |                15 |
|  76 |        11.0854  |    0.0980333   |        0.0113229  |      0.00231764  |                128 |            50 | Mean            |     0.01   | {'batch_size': 128, 'epoch': 50, 'loss_fn': 'Mean', 'lr': 0.01}     |            0.298543 |            0.314367 |            0.306226 |            0.299538 |            0.299746 |          0.303684 |       0.00599507 |               114 |
|  77 |        10.7766  |    0.376132    |        0.0104374  |      0.00104612  |                128 |            50 | Mean            |     0.001  | {'batch_size': 128, 'epoch': 50, 'loss_fn': 'Mean', 'lr': 0.001}    |            0.311497 |            0.308071 |            0.315256 |            0.322375 |            0.314085 |          0.314257 |       0.00475001 |                91 |
|  78 |        10.6489  |    0.330832    |        0.0106615  |      0.00137895  |                128 |            50 | Mean            |     0.0001 | {'batch_size': 128, 'epoch': 50, 'loss_fn': 'Mean', 'lr': 0.0001}   |            0.373944 |            0.365854 |            0.364154 |            0.383736 |            0.355614 |          0.36866  |       0.0095246  |                62 |
|  79 |        10.2893  |    0.23054     |        0.0100641  |      0.00105292  |                128 |            50 | Mean            |     1e-05  | {'batch_size': 128, 'epoch': 50, 'loss_fn': 'Mean', 'lr': 1e-05}    |            0.670417 |            0.671667 |            0.628381 |            0.659601 |            0.687435 |          0.6635   |       0.0196774  |                31 |
|  80 |        19.6947  |    0.0710882   |        0.0106876  |      0.0012952   |                128 |           100 | MSE             |     0.01   | {'batch_size': 128, 'epoch': 100, 'loss_fn': 'MSE', 'lr': 0.01}     |            0.204447 |            0.221356 |            0.217957 |            0.220289 |            0.210184 |          0.214847 |       0.00650463 |               176 |
|  81 |        19.677   |    0.0856668   |        0.0102038  |      0.000944706 |                128 |           100 | MSE             |     0.001  | {'batch_size': 128, 'epoch': 100, 'loss_fn': 'MSE', 'lr': 0.001}    |            0.211724 |            0.214522 |            0.208536 |            0.211622 |            0.215768 |          0.212434 |       0.00252322 |               182 |
|  82 |        19.6517  |    0.0529384   |        0.0107066  |      0.00110365  |                128 |           100 | MSE             |     0.0001 | {'batch_size': 128, 'epoch': 100, 'loss_fn': 'MSE', 'lr': 0.0001}   |            0.251505 |            0.250076 |            0.248447 |            0.26045  |            0.242755 |          0.250647 |       0.00573198 |               143 |
|  83 |        19.7161  |    0.0314891   |        0.0107028  |      0.00168824  |                128 |           100 | MSE             |     1e-05  | {'batch_size': 128, 'epoch': 100, 'loss_fn': 'MSE', 'lr': 1e-05}    |            0.484452 |            0.540138 |            0.651004 |            0.519169 |            0.560113 |          0.550975 |       0.0559351  |                38 |
|  84 |        20.0731  |    0.0896671   |        0.0100297  |      0.00148577  |                128 |           100 | Mean            |     0.01   | {'batch_size': 128, 'epoch': 100, 'loss_fn': 'Mean', 'lr': 0.01}    |            0.298689 |            0.296045 |            0.294598 |            0.294127 |            0.302319 |          0.297156 |       0.00303153 |               122 |
|  85 |        20.099   |    0.0896208   |        0.0106936  |      0.0017857   |                128 |           100 | Mean            |     0.001  | {'batch_size': 128, 'epoch': 100, 'loss_fn': 'Mean', 'lr': 0.001}   |            0.305629 |            0.303023 |            0.30371  |            0.305482 |            0.30212  |          0.303993 |       0.0013728  |               113 |
|  86 |        20.0067  |    0.129345    |        0.0107083  |      0.00180133  |                128 |           100 | Mean            |     0.0001 | {'batch_size': 128, 'epoch': 100, 'loss_fn': 'Mean', 'lr': 0.0001}  |            0.344772 |            0.335668 |            0.347951 |            0.357286 |            0.333417 |          0.343819 |       0.00864862 |                72 |
|  87 |        20.0917  |    0.102435    |        0.0100604  |      0.00134595  |                128 |           100 | Mean            |     1e-05  | {'batch_size': 128, 'epoch': 100, 'loss_fn': 'Mean', 'lr': 1e-05}   |            0.54566  |            0.501091 |            0.449466 |            0.498489 |            0.472874 |          0.493516 |       0.0321486  |                42 |
|  88 |        29.5829  |    0.136884    |        0.0113545  |      0.00168145  |                128 |           150 | MSE             |     0.01   | {'batch_size': 128, 'epoch': 150, 'loss_fn': 'MSE', 'lr': 0.01}     |            0.218281 |            0.218794 |            0.207096 |            0.209703 |            0.198382 |          0.210451 |       0.00759436 |               187 |
|  89 |        29.5371  |    0.102766    |        0.0108338  |      0.00167194  |                128 |           150 | MSE             |     0.001  | {'batch_size': 128, 'epoch': 150, 'loss_fn': 'MSE', 'lr': 0.001}    |            0.20477  |            0.218294 |            0.203209 |            0.215209 |            0.210081 |          0.210313 |       0.00581255 |               189 |
|  90 |        29.5214  |    0.132056    |        0.0115255  |      0.00147657  |                128 |           150 | MSE             |     0.0001 | {'batch_size': 128, 'epoch': 150, 'loss_fn': 'MSE', 'lr': 0.0001}   |            0.232675 |            0.241069 |            0.253128 |            0.246139 |            0.245042 |          0.24361  |       0.00670907 |               145 |
|  91 |        29.5917  |    0.117563    |        0.0110421  |      0.00180022  |                128 |           150 | MSE             |     1e-05  | {'batch_size': 128, 'epoch': 150, 'loss_fn': 'MSE', 'lr': 1e-05}    |            0.383974 |            0.371954 |            0.414442 |            0.405335 |            0.539942 |          0.423129 |       0.0603147  |                49 |
|  92 |        30.2551  |    0.0619379   |        0.0115142  |      0.0013797   |                128 |           150 | Mean            |     0.01   | {'batch_size': 128, 'epoch': 150, 'loss_fn': 'Mean', 'lr': 0.01}    |            0.285189 |            0.292692 |            0.307575 |            0.306415 |            0.294797 |          0.297334 |       0.00851852 |               121 |
|  93 |        32.5075  |    1.14725     |        0.0125538  |      0.00160159  |                128 |           150 | Mean            |     0.001  | {'batch_size': 128, 'epoch': 150, 'loss_fn': 'Mean', 'lr': 0.001}   |            0.29484  |            0.288358 |            0.295766 |            0.299856 |            0.295818 |          0.294927 |       0.00371368 |               127 |
|  94 |        32.0594  |    1.00059     |        0.0110859  |      0.00179866  |                128 |           150 | Mean            |     0.0001 | {'batch_size': 128, 'epoch': 150, 'loss_fn': 'Mean', 'lr': 0.0001}  |            0.339902 |            0.334324 |            0.325065 |            0.330905 |            0.328562 |          0.331752 |       0.0050724  |                79 |
|  95 |        30.0086  |    0.197403    |        0.0113828  |      0.00156424  |                128 |           150 | Mean            |     1e-05  | {'batch_size': 128, 'epoch': 150, 'loss_fn': 'Mean', 'lr': 1e-05}   |            0.437155 |            0.440658 |            0.419905 |            0.427398 |            0.446612 |          0.434346 |       0.0095394  |                46 |
|  96 |         3.46043 |    0.0167802   |        0.00925503 |      0.000130313 |                256 |            25 | MSE             |     0.01   | {'batch_size': 256, 'epoch': 25, 'loss_fn': 'MSE', 'lr': 0.01}      |            0.238315 |            0.221145 |            0.21849  |            0.238485 |            0.222387 |          0.227765 |       0.00877477 |               155 |
|  97 |         3.45458 |    0.014264    |        0.00962396 |      0.000605958 |                256 |            25 | MSE             |     0.001  | {'batch_size': 256, 'epoch': 25, 'loss_fn': 'MSE', 'lr': 0.001}     |            0.239739 |            0.256934 |            0.243478 |            0.243387 |            0.3035   |          0.257408 |       0.0237803  |               140 |
|  98 |         3.49364 |    0.00773014  |        0.00932403 |      0.000101935 |                256 |            25 | MSE             |     0.0001 | {'batch_size': 256, 'epoch': 25, 'loss_fn': 'MSE', 'lr': 0.0001}    |            0.390015 |            0.343426 |            0.339962 |            0.360433 |            0.685767 |          0.423921 |       0.132115   |                48 |
|  99 |         3.47617 |    0.00979126  |        0.00926952 |      8.47134e-05 |                256 |            25 | MSE             |     1e-05  | {'batch_size': 256, 'epoch': 25, 'loss_fn': 'MSE', 'lr': 1e-05}     |            1.05372  |            1.03656  |            0.954239 |            0.96422  |            0.999476 |          1.00164  |       0.0389455  |                 3 |
| 100 |         3.51365 |    0.0145777   |        0.00933814 |      0.00011174  |                256 |            25 | Mean            |     0.01   | {'batch_size': 256, 'epoch': 25, 'loss_fn': 'Mean', 'lr': 0.01}     |            0.301197 |            0.316959 |            0.312303 |            0.319825 |            0.313306 |          0.312718 |       0.00635219 |                96 |
| 101 |         3.52673 |    0.00669684  |        0.00924368 |      0.000245598 |                256 |            25 | Mean            |     0.001  | {'batch_size': 256, 'epoch': 25, 'loss_fn': 'Mean', 'lr': 0.001}    |            0.339106 |            0.327916 |            0.334464 |            0.341463 |            0.334423 |          0.335474 |       0.00465441 |                78 |
| 102 |         3.52009 |    0.00781536  |        0.00930767 |      4.87419e-05 |                256 |            25 | Mean            |     0.0001 | {'batch_size': 256, 'epoch': 25, 'loss_fn': 'Mean', 'lr': 0.0001}   |            0.423001 |            0.424655 |            0.410391 |            0.422222 |            0.403879 |          0.416829 |       0.00821683 |                50 |
| 103 |         3.5079  |    0.00832429  |        0.00925527 |      0.000112902 |                256 |            25 | Mean            |     1e-05  | {'batch_size': 256, 'epoch': 25, 'loss_fn': 'Mean', 'lr': 1e-05}    |            0.770783 |            0.766513 |            0.756449 |            0.738988 |            0.749027 |          0.756352 |       0.0115469  |                24 |
| 104 |         6.9257  |    0.0698229   |        0.00948539 |      0.000146293 |                256 |            50 | MSE             |     0.01   | {'batch_size': 256, 'epoch': 50, 'loss_fn': 'MSE', 'lr': 0.01}      |            0.20334  |            0.216945 |            0.226925 |            0.214035 |            0.21886  |          0.216021 |       0.0076492  |               173 |
| 105 |         6.87128 |    0.0569767   |        0.00932565 |      0.000186289 |                256 |            50 | MSE             |     0.001  | {'batch_size': 256, 'epoch': 50, 'loss_fn': 'MSE', 'lr': 0.001}     |            0.216104 |            0.228306 |            0.227191 |            0.233792 |            0.228165 |          0.226712 |       0.00578878 |               158 |
| 106 |         6.90745 |    0.0449865   |        0.00924253 |      7.28433e-05 |                256 |            50 | MSE             |     0.0001 | {'batch_size': 256, 'epoch': 50, 'loss_fn': 'MSE', 'lr': 0.0001}    |            0.317084 |            0.327262 |            0.312115 |            0.32043  |            0.275654 |          0.310509 |       0.0181097  |                99 |
| 107 |         6.88272 |    0.0223563   |        0.00943832 |      0.00019777  |                256 |            50 | MSE             |     1e-05  | {'batch_size': 256, 'epoch': 50, 'loss_fn': 'MSE', 'lr': 1e-05}     |            0.981829 |            0.960661 |            0.927484 |            0.980303 |            0.954677 |          0.960991 |       0.019849   |                 7 |
| 108 |         6.96327 |    0.0335838   |        0.00986686 |      0.00113988  |                256 |            50 | Mean            |     0.01   | {'batch_size': 256, 'epoch': 50, 'loss_fn': 'Mean', 'lr': 0.01}     |            0.322961 |            0.299044 |            0.300471 |            0.304311 |            0.300156 |          0.305388 |       0.00896398 |               110 |
| 109 |         6.97506 |    0.0272849   |        0.00930414 |      0.000188249 |                256 |            50 | Mean            |     0.001  | {'batch_size': 256, 'epoch': 50, 'loss_fn': 'Mean', 'lr': 0.001}    |            0.31917  |            0.31194  |            0.31952  |            0.32385  |            0.315781 |          0.318052 |       0.00398842 |                87 |
| 110 |         6.99291 |    0.0386476   |        0.00946865 |      0.000319392 |                256 |            50 | Mean            |     0.0001 | {'batch_size': 256, 'epoch': 50, 'loss_fn': 'Mean', 'lr': 0.0001}   |            0.381499 |            0.393162 |            0.380419 |            0.38046  |            0.369501 |          0.381008 |       0.00749693 |                58 |
| 111 |         7.0369  |    0.0181866   |        0.00921264 |      4.27219e-05 |                256 |            50 | Mean            |     1e-05  | {'batch_size': 256, 'epoch': 50, 'loss_fn': 'Mean', 'lr': 1e-05}    |            0.760855 |            0.747409 |            0.832978 |            0.775428 |            0.823461 |          0.788026 |       0.0341262  |                16 |
| 112 |        13.7363  |    0.0260406   |        0.00969448 |      0.000587772 |                256 |           100 | MSE             |     0.01   | {'batch_size': 256, 'epoch': 100, 'loss_fn': 'MSE', 'lr': 0.01}     |            0.201505 |            0.215551 |            0.217735 |            0.219148 |            0.199005 |          0.210589 |       0.00855188 |               186 |
| 113 |        13.7605  |    0.0700455   |        0.00947986 |      0.000297418 |                256 |           100 | MSE             |     0.001  | {'batch_size': 256, 'epoch': 100, 'loss_fn': 'MSE', 'lr': 0.001}    |            0.21509  |            0.226761 |            0.218056 |            0.224614 |            0.210824 |          0.219069 |       0.00591193 |               168 |
| 114 |        13.8421  |    0.0749363   |        0.00999384 |      0.00101939  |                256 |           100 | MSE             |     0.0001 | {'batch_size': 256, 'epoch': 100, 'loss_fn': 'MSE', 'lr': 0.0001}   |            0.27378  |            0.40228  |            0.269323 |            0.286957 |            0.268737 |          0.300215 |       0.0514527  |               117 |
| 115 |        13.867   |    0.158387    |        0.00991263 |      0.00104277  |                256 |           100 | MSE             |     1e-05  | {'batch_size': 256, 'epoch': 100, 'loss_fn': 'MSE', 'lr': 1e-05}    |            0.741014 |            0.767516 |            0.8356   |            0.705841 |            1.0107   |          0.812133 |       0.108004   |                14 |
| 116 |        13.9468  |    0.0390371   |        0.00961556 |      0.000238145 |                256 |           100 | Mean            |     0.01   | {'batch_size': 256, 'epoch': 100, 'loss_fn': 'Mean', 'lr': 0.01}    |            0.298959 |            0.290381 |            0.305333 |            0.298599 |            0.293425 |          0.297339 |       0.00513523 |               120 |
| 117 |        13.9209  |    0.0237499   |        0.00962033 |      0.00037701  |                256 |           100 | Mean            |     0.001  | {'batch_size': 256, 'epoch': 100, 'loss_fn': 'Mean', 'lr': 0.001}   |            0.305899 |            0.298481 |            0.307669 |            0.310248 |            0.301927 |          0.304845 |       0.00417835 |               112 |
| 118 |        13.9797  |    0.0651961   |        0.00952983 |      0.000305136 |                256 |           100 | Mean            |     0.0001 | {'batch_size': 256, 'epoch': 100, 'loss_fn': 'Mean', 'lr': 0.0001}  |            0.35941  |            0.347664 |            0.350752 |            0.360593 |            0.348785 |          0.353441 |       0.0054602  |                69 |
| 119 |        13.9183  |    0.0745146   |        0.00977755 |      0.000536489 |                256 |           100 | Mean            |     1e-05  | {'batch_size': 256, 'epoch': 100, 'loss_fn': 'Mean', 'lr': 1e-05}   |            0.720172 |            0.70272  |            0.676622 |            0.646489 |            0.772892 |          0.703779 |       0.0425821  |                28 |
| 120 |        20.6793  |    0.0706659   |        0.00960693 |      0.000295498 |                256 |           150 | MSE             |     0.01   | {'batch_size': 256, 'epoch': 150, 'loss_fn': 'MSE', 'lr': 0.01}     |            0.199802 |            0.22082  |            0.221835 |            0.220426 |            0.205131 |          0.213603 |       0.00925883 |               180 |
| 121 |        20.762   |    0.0787288   |        0.00960913 |      0.000303724 |                256 |           150 | MSE             |     0.001  | {'batch_size': 256, 'epoch': 150, 'loss_fn': 'MSE', 'lr': 0.001}    |            0.209925 |            0.212199 |            0.2027   |            0.220286 |            0.206728 |          0.210367 |       0.00589851 |               188 |
| 122 |        20.6297  |    0.0641782   |        0.0097465  |      0.000482988 |                256 |           150 | MSE             |     0.0001 | {'batch_size': 256, 'epoch': 150, 'loss_fn': 'MSE', 'lr': 0.0001}   |            0.249935 |            0.251375 |            0.256901 |            0.264152 |            0.252643 |          0.255001 |       0.00513263 |               142 |
| 123 |        20.5621  |    0.0580334   |        0.00950789 |      0.000478427 |                256 |           150 | MSE             |     1e-05  | {'batch_size': 256, 'epoch': 150, 'loss_fn': 'MSE', 'lr': 1e-05}    |            0.548596 |            0.621949 |            0.571252 |            0.506587 |            0.477829 |          0.545243 |       0.0502203  |                39 |
| 124 |        21.5342  |    0.485041    |        0.0103606  |      0.000441014 |                256 |           150 | Mean            |     0.01   | {'batch_size': 256, 'epoch': 150, 'loss_fn': 'Mean', 'lr': 0.01}    |            0.294366 |            0.28773  |            0.291711 |            0.298574 |            0.302914 |          0.295059 |       0.00528127 |               125 |
| 125 |        23.3258  |    0.513364    |        0.0108389  |      0.000534292 |                256 |           150 | Mean            |     0.001  | {'batch_size': 256, 'epoch': 150, 'loss_fn': 'Mean', 'lr': 0.001}   |            0.301031 |            0.291831 |            0.298604 |            0.300348 |            0.301387 |          0.29864  |       0.0035367  |               118 |
| 126 |        21.8009  |    0.394648    |        0.0110685  |      0.000759427 |                256 |           150 | Mean            |     0.0001 | {'batch_size': 256, 'epoch': 150, 'loss_fn': 'Mean', 'lr': 0.0001}  |            0.349611 |            0.33921  |            0.335199 |            0.351691 |            0.333168 |          0.341776 |       0.00753169 |                74 |
| 127 |        20.8672  |    0.15303     |        0.00955777 |      0.000432059 |                256 |           150 | Mean            |     1e-05  | {'batch_size': 256, 'epoch': 150, 'loss_fn': 'Mean', 'lr': 1e-05}   |            0.625816 |            0.56506  |            0.540498 |            0.556851 |            0.583337 |          0.574313 |       0.0292163  |                35 |
| 128 |         2.63287 |    0.0206358   |        0.00917912 |      7.39131e-05 |                512 |            25 | MSE             |     0.01   | {'batch_size': 512, 'epoch': 25, 'loss_fn': 'MSE', 'lr': 0.01}      |            0.236859 |            0.22802  |            0.227242 |            0.245067 |            0.219645 |          0.231367 |       0.00875739 |               153 |
| 129 |         2.62755 |    0.0129713   |        0.0092546  |      0.000227748 |                512 |            25 | MSE             |     0.001  | {'batch_size': 512, 'epoch': 25, 'loss_fn': 'MSE', 'lr': 0.001}     |            0.252889 |            0.25634  |            0.263622 |            0.271434 |            0.248603 |          0.258578 |       0.00809421 |               139 |
| 130 |         2.63447 |    0.0147102   |        0.00927262 |      0.000205994 |                512 |            25 | MSE             |     0.0001 | {'batch_size': 512, 'epoch': 25, 'loss_fn': 'MSE', 'lr': 0.0001}    |            0.596579 |            0.821667 |            0.576857 |            0.583777 |            0.912179 |          0.698212 |       0.140836   |                29 |
| 131 |         2.65378 |    0.0186831   |        0.00923662 |      6.25823e-05 |                512 |            25 | MSE             |     1e-05  | {'batch_size': 512, 'epoch': 25, 'loss_fn': 'MSE', 'lr': 1e-05}     |            1.0177   |            1.03362  |            0.983669 |            0.970682 |            1.04085  |          1.00931  |       0.0275901  |                 2 |
| 132 |         2.68849 |    0.0189573   |        0.00929804 |      0.000190474 |                512 |            25 | Mean            |     0.01   | {'batch_size': 512, 'epoch': 25, 'loss_fn': 'Mean', 'lr': 0.01}     |            0.321789 |            0.313775 |            0.305163 |            0.314868 |            0.309365 |          0.312992 |       0.00558521 |                95 |
| 133 |         2.66629 |    0.0208635   |        0.00930991 |      0.000140349 |                512 |            25 | Mean            |     0.001  | {'batch_size': 512, 'epoch': 25, 'loss_fn': 'Mean', 'lr': 0.001}    |            0.345399 |            0.353734 |            0.341338 |            0.353083 |            0.331003 |          0.344911 |       0.00837937 |                70 |
| 134 |         2.66137 |    0.0224555   |        0.00932808 |      0.000168249 |                512 |            25 | Mean            |     0.0001 | {'batch_size': 512, 'epoch': 25, 'loss_fn': 'Mean', 'lr': 0.0001}   |            0.550363 |            0.605739 |            0.613042 |            0.56007  |            0.493467 |          0.564536 |       0.0431791  |                36 |
| 135 |         2.67579 |    0.0212024   |        0.00924129 |      6.56761e-05 |                512 |            25 | Mean            |     1e-05  | {'batch_size': 512, 'epoch': 25, 'loss_fn': 'Mean', 'lr': 1e-05}    |            0.782913 |            0.815689 |            0.751957 |            0.765204 |            0.77097  |          0.777347 |       0.021605   |                19 |
| 136 |         5.21093 |    0.0117712   |        0.00934916 |      0.000185439 |                512 |            50 | MSE             |     0.01   | {'batch_size': 512, 'epoch': 50, 'loss_fn': 'MSE', 'lr': 0.01}      |            0.207996 |            0.21702  |            0.213606 |            0.22642  |            0.207822 |          0.214573 |       0.00687185 |               177 |
| 137 |         5.25662 |    0.046018    |        0.00930204 |      0.000323274 |                512 |            50 | MSE             |     0.001  | {'batch_size': 512, 'epoch': 50, 'loss_fn': 'MSE', 'lr': 0.001}     |            0.2261   |            0.238135 |            0.231024 |            0.24458  |            0.24179  |          0.236326 |       0.00684004 |               149 |
| 138 |         5.23091 |    0.0387246   |        0.00982885 |      0.00100179  |                512 |            50 | MSE             |     0.0001 | {'batch_size': 512, 'epoch': 50, 'loss_fn': 'MSE', 'lr': 0.0001}    |            0.370731 |            0.377199 |            0.370193 |            0.353961 |            0.963856 |          0.487188 |       0.238457   |                43 |
| 139 |         5.21448 |    0.00992699  |        0.00943179 |      0.000448351 |                512 |            50 | MSE             |     1e-05  | {'batch_size': 512, 'epoch': 50, 'loss_fn': 'MSE', 'lr': 1e-05}     |            1.03095  |            0.971469 |            0.964435 |            1.01761  |            0.997017 |          0.996295 |       0.0256391  |                 4 |
| 140 |         5.26819 |    0.0446249   |        0.00934777 |      0.000209301 |                512 |            50 | Mean            |     0.01   | {'batch_size': 512, 'epoch': 50, 'loss_fn': 'Mean', 'lr': 0.01}     |            0.311068 |            0.297719 |            0.305153 |            0.30736  |            0.308071 |          0.305874 |       0.00449533 |               107 |
| 141 |         5.25473 |    0.0186207   |        0.00942931 |      0.000227782 |                512 |            50 | Mean            |     0.001  | {'batch_size': 512, 'epoch': 50, 'loss_fn': 'Mean', 'lr': 0.001}    |            0.325907 |            0.323314 |            0.324345 |            0.335153 |            0.326794 |          0.327103 |       0.00420238 |                81 |
| 142 |         5.22535 |    0.0227658   |        0.00921512 |      0.000102198 |                512 |            50 | Mean            |     0.0001 | {'batch_size': 512, 'epoch': 50, 'loss_fn': 'Mean', 'lr': 0.0001}   |            0.432502 |            0.399748 |            0.417246 |            0.405416 |            0.41455  |          0.413892 |       0.0112242  |                51 |
| 143 |         5.26529 |    0.0292906   |        0.00955701 |      0.000286457 |                512 |            50 | Mean            |     1e-05  | {'batch_size': 512, 'epoch': 50, 'loss_fn': 'Mean', 'lr': 1e-05}    |            0.7652   |            0.813792 |            0.780615 |            0.745963 |            0.745826 |          0.770279 |       0.0253583  |                21 |
| 144 |        10.3162  |    0.0363938   |        0.00948167 |      0.000350289 |                512 |           100 | MSE             |     0.01   | {'batch_size': 512, 'epoch': 100, 'loss_fn': 'MSE', 'lr': 0.01}     |            0.205951 |            0.215606 |            0.202112 |            0.212409 |            0.206147 |          0.208445 |       0.00487028 |               191 |
| 145 |        10.3308  |    0.0641515   |        0.00942936 |      0.000298167 |                512 |           100 | MSE             |     0.001  | {'batch_size': 512, 'epoch': 100, 'loss_fn': 'MSE', 'lr': 0.001}    |            0.217615 |            0.220425 |            0.217649 |            0.229263 |            0.215528 |          0.220096 |       0.00484055 |               165 |
| 146 |        10.3809  |    0.0549728   |        0.00938563 |      0.000149509 |                512 |           100 | MSE             |     0.0001 | {'batch_size': 512, 'epoch': 100, 'loss_fn': 'MSE', 'lr': 0.0001}   |            0.299605 |            0.305899 |            0.306298 |            0.315436 |            0.289796 |          0.303407 |       0.00847336 |               115 |
| 147 |        10.3362  |    0.0397743   |        0.00941696 |      0.00026453  |                512 |           100 | MSE             |     1e-05  | {'batch_size': 512, 'epoch': 100, 'loss_fn': 'MSE', 'lr': 1e-05}    |            0.852539 |            0.933647 |            1.05106  |            0.924778 |            0.948628 |          0.942129 |       0.0637285  |                10 |
| 148 |        10.5628  |    0.0764932   |        0.0093102  |      0.000123836 |                512 |           100 | Mean            |     0.01   | {'batch_size': 512, 'epoch': 100, 'loss_fn': 'Mean', 'lr': 0.01}    |            0.290819 |            0.289564 |            0.299996 |            0.303239 |            0.291339 |          0.294991 |       0.00553653 |               126 |
| 149 |        10.7035  |    0.0435133   |        0.00950418 |      0.000321216 |                512 |           100 | Mean            |     0.001  | {'batch_size': 512, 'epoch': 100, 'loss_fn': 'Mean', 'lr': 0.001}   |            0.312436 |            0.305279 |            0.31273  |            0.307982 |            0.304157 |          0.308517 |       0.00354656 |               100 |
| 150 |        10.7331  |    0.0163466   |        0.0095016  |      0.000257062 |                512 |           100 | Mean            |     0.0001 | {'batch_size': 512, 'epoch': 100, 'loss_fn': 'Mean', 'lr': 0.0001}  |            0.37797  |            0.382703 |            0.383141 |            0.376001 |            0.359315 |          0.375826 |       0.00869523 |                60 |
| 151 |        10.7249  |    0.0159707   |        0.00939431 |      0.000250148 |                512 |           100 | Mean            |     1e-05  | {'batch_size': 512, 'epoch': 100, 'loss_fn': 'Mean', 'lr': 1e-05}   |            0.768211 |            0.728852 |            0.74708  |            0.738866 |            0.71398  |          0.739398 |       0.018148   |                25 |
| 152 |        15.8523  |    0.0608926   |        0.00986023 |      0.000985588 |                512 |           150 | MSE             |     0.01   | {'batch_size': 512, 'epoch': 150, 'loss_fn': 'MSE', 'lr': 0.01}     |            0.211653 |            0.218262 |            0.205767 |            0.216359 |            0.20665  |          0.211738 |       0.0050093  |               184 |
| 153 |        15.8517  |    0.0323025   |        0.00962176 |      0.000368948 |                512 |           150 | MSE             |     0.001  | {'batch_size': 512, 'epoch': 150, 'loss_fn': 'MSE', 'lr': 0.001}    |            0.20969  |            0.223933 |            0.216014 |            0.218655 |            0.208795 |          0.215417 |       0.00565701 |               174 |
| 154 |        15.7833  |    0.0558396   |        0.00975938 |      0.000367694 |                512 |           150 | MSE             |     0.0001 | {'batch_size': 512, 'epoch': 150, 'loss_fn': 'MSE', 'lr': 0.0001}   |            0.270579 |            0.267823 |            0.284956 |            0.28631  |            0.274045 |          0.276743 |       0.00753422 |               137 |
| 155 |        15.7686  |    0.0668828   |        0.00953484 |      0.000210858 |                512 |           150 | MSE             |     1e-05  | {'batch_size': 512, 'epoch': 150, 'loss_fn': 'MSE', 'lr': 1e-05}    |            0.813113 |            0.848955 |            0.905951 |            0.883983 |            0.848816 |          0.860164 |       0.0320374  |                13 |
| 156 |        15.8432  |    0.137163    |        0.00971584 |      0.000615993 |                512 |           150 | Mean            |     0.01   | {'batch_size': 512, 'epoch': 150, 'loss_fn': 'Mean', 'lr': 0.01}    |            0.292376 |            0.290369 |            0.299967 |            0.297121 |            0.287815 |          0.29353  |       0.00443446 |               129 |
| 157 |        15.6357  |    0.0965924   |        0.00947876 |      0.000354167 |                512 |           150 | Mean            |     0.001  | {'batch_size': 512, 'epoch': 150, 'loss_fn': 'Mean', 'lr': 0.001}   |            0.301021 |            0.313724 |            0.303718 |            0.306873 |            0.304404 |          0.305948 |       0.00431172 |               106 |
| 158 |        15.5764  |    0.053103    |        0.00951476 |      0.000287731 |                512 |           150 | Mean            |     0.0001 | {'batch_size': 512, 'epoch': 150, 'loss_fn': 'Mean', 'lr': 0.0001}  |            0.362074 |            0.357487 |            0.361418 |            0.373829 |            0.3478   |          0.360522 |       0.00838271 |                65 |
| 159 |        15.6428  |    0.10773     |        0.00952115 |      0.000499962 |                512 |           150 | Mean            |     1e-05  | {'batch_size': 512, 'epoch': 150, 'loss_fn': 'Mean', 'lr': 1e-05}   |            0.664924 |            0.70544  |            0.707822 |            0.71234  |            0.689108 |          0.695927 |       0.0173726  |                30 |
| 160 |         2.36737 |    0.0124067   |        0.00911489 |      0.000169364 |               1024 |            25 | MSE             |     0.01   | {'batch_size': 1024, 'epoch': 25, 'loss_fn': 'MSE', 'lr': 0.01}     |            0.240971 |            0.231435 |            0.237439 |            0.24252  |            0.239072 |          0.238287 |       0.00383176 |               148 |
| 161 |         2.36777 |    0.000815022 |        0.00925241 |      0.000158889 |               1024 |            25 | MSE             |     0.001  | {'batch_size': 1024, 'epoch': 25, 'loss_fn': 'MSE', 'lr': 0.001}    |            0.281379 |            0.275126 |            0.286111 |            0.312768 |            0.264193 |          0.283915 |       0.0161863  |               135 |
